stem,hepmc_file,hepmc_size_B,hepmc_size,mc_file,mc_size_B,mc_size,ratio(mc/hepmc),result,reason
Signal_1-5_0-2_0-7.0.3,Signal_1-5_0-2_0-7.0.3.hepmc.gz,1472266260,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-2_0-7.0.4,Signal_1-5_0-2_0-7.0.4.hepmc.gz,1468487293,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-2_1-0.0.0,Signal_1-5_0-2_1-0.0.0.hepmc.gz,1441000302,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-2_1-0.0.1,Signal_1-5_0-2_1-0.0.1.hepmc.gz,1462930238,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-2_1-0.0.2,Signal_1-5_0-2_1-0.0.2.hepmc.gz,1459115095,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-2_1-0.0.3,Signal_1-5_0-2_1-0.0.3.hepmc.gz,1454830122,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-2_1-0.0.4,Signal_1-5_0-2_1-0.0.4.hepmc.gz,1442262774,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-08.0.0,Signal_1-5_0-3_0-08.0.0.hepmc.gz,1480194232,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-08.0.1,Signal_1-5_0-3_0-08.0.1.hepmc.gz,1454221155,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-08.0.2,Signal_1-5_0-3_0-08.0.2.hepmc.gz,1456458678,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-08.0.3,Signal_1-5_0-3_0-08.0.3.hepmc.gz,1461892452,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-08.0.4,Signal_1-5_0-3_0-08.0.4.hepmc.gz,1456128067,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-2.0.0,Signal_1-5_0-3_0-2.0.0.hepmc.gz,1491748240,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-2.0.1,Signal_1-5_0-3_0-2.0.1.hepmc.gz,1486267935,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-2.0.2,Signal_1-5_0-3_0-2.0.2.hepmc.gz,1470992151,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-2.0.3,Signal_1-5_0-3_0-2.0.3.hepmc.gz,1468007321,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-2.0.4,Signal_1-5_0-3_0-2.0.4.hepmc.gz,1468338568,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-7.0.0,Signal_1-5_0-3_0-7.0.0.hepmc.gz,1467877746,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-7.0.1,Signal_1-5_0-3_0-7.0.1.hepmc.gz,1468064977,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-7.0.2,Signal_1-5_0-3_0-7.0.2.hepmc.gz,1455670402,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-7.0.3,Signal_1-5_0-3_0-7.0.3.hepmc.gz,1475767906,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-3_0-7.0.4,Signal_1-5_0-3_0-7.0.4.hepmc.gz,1481965290,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-5_0-2.0.0,Signal_1-5_0-5_0-2.0.0.hepmc.gz,1465285657,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-5_0-2.0.1,Signal_1-5_0-5_0-2.0.1.hepmc.gz,1477736345,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-5_0-2.0.2,Signal_1-5_0-5_0-2.0.2.hepmc.gz,1453637683,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-5_0-2.0.3,Signal_1-5_0-5_0-2.0.3.hepmc.gz,1483127837,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-5_0-2.0.4,Signal_1-5_0-5_0-2.0.4.hepmc.gz,1453867508,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-5_0-7.0.0,Signal_1-5_0-5_0-7.0.0.hepmc.gz,1451405055,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-5_0-7.0.1,Signal_1-5_0-5_0-7.0.1.hepmc.gz,1457966704,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-5_0-7.0.2,Signal_1-5_0-5_0-7.0.2.hepmc.gz,1462977394,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-5_0-7.0.3,Signal_1-5_0-5_0-7.0.3.hepmc.gz,1460573879,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-5_0-7.0.4,Signal_1-5_0-5_0-7.0.4.hepmc.gz,1482772704,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-08.0.0,Signal_1-5_0-7_0-08.0.0.hepmc.gz,1458016201,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-08.0.1,Signal_1-5_0-7_0-08.0.1.hepmc.gz,1455759205,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-08.0.2,Signal_1-5_0-7_0-08.0.2.hepmc.gz,1445382778,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-08.0.3,Signal_1-5_0-7_0-08.0.3.hepmc.gz,1457649876,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-08.0.4,Signal_1-5_0-7_0-08.0.4.hepmc.gz,1461494377,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-1.0.0,Signal_1-5_0-7_0-1.0.0.hepmc.gz,1464357267,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-1.0.1,Signal_1-5_0-7_0-1.0.1.hepmc.gz,1469667856,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-1.0.2,Signal_1-5_0-7_0-1.0.2.hepmc.gz,1457214198,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-1.0.3,Signal_1-5_0-7_0-1.0.3.hepmc.gz,1459966084,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-1.0.4,Signal_1-5_0-7_0-1.0.4.hepmc.gz,1449165255,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-2.0.0,Signal_1-5_0-7_0-2.0.0.hepmc.gz,1435807601,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-2.0.1,Signal_1-5_0-7_0-2.0.1.hepmc.gz,1463405079,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-2.0.2,Signal_1-5_0-7_0-2.0.2.hepmc.gz,1460276417,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-2.0.3,Signal_1-5_0-7_0-2.0.3.hepmc.gz,1440632516,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-2.0.4,Signal_1-5_0-7_0-2.0.4.hepmc.gz,1441969572,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-3.0.0,Signal_1-5_0-7_0-3.0.0.hepmc.gz,1459261740,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-3.0.1,Signal_1-5_0-7_0-3.0.1.hepmc.gz,1453947949,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-3.0.2,Signal_1-5_0-7_0-3.0.2.hepmc.gz,1462796188,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-3.0.3,Signal_1-5_0-7_0-3.0.3.hepmc.gz,1482828436,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-3.0.4,Signal_1-5_0-7_0-3.0.4.hepmc.gz,1464440791,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-5.0.0,Signal_1-5_0-7_0-5.0.0.hepmc.gz,1463855555,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-5.0.1,Signal_1-5_0-7_0-5.0.1.hepmc.gz,1466353183,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-5.0.2,Signal_1-5_0-7_0-5.0.2.hepmc.gz,1458334170,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-5.0.3,Signal_1-5_0-7_0-5.0.3.hepmc.gz,1468522784,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-5.0.4,Signal_1-5_0-7_0-5.0.4.hepmc.gz,1465226897,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-7.0.0,Signal_1-5_0-7_0-7.0.0.hepmc.gz,1443453443,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-7.0.1,Signal_1-5_0-7_0-7.0.1.hepmc.gz,1442174315,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-7.0.2,Signal_1-5_0-7_0-7.0.2.hepmc.gz,1431057752,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-7.0.3,Signal_1-5_0-7_0-7.0.3.hepmc.gz,1418847895,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_0-7.0.4,Signal_1-5_0-7_0-7.0.4.hepmc.gz,1436298100,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_1-0.0.0,Signal_1-5_0-7_1-0.0.0.hepmc.gz,1419283496,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_1-0.0.1,Signal_1-5_0-7_1-0.0.1.hepmc.gz,1432755774,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_1-0.0.2,Signal_1-5_0-7_1-0.0.2.hepmc.gz,1446393646,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_1-0.0.3,Signal_1-5_0-7_1-0.0.3.hepmc.gz,1429361412,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_0-7_1-0.0.4,Signal_1-5_0-7_1-0.0.4.hepmc.gz,1443190772,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_1-0_0-2.0.0,Signal_1-5_1-0_0-2.0.0.hepmc.gz,1456034229,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_1-0_0-2.0.1,Signal_1-5_1-0_0-2.0.1.hepmc.gz,1430160209,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_1-0_0-2.0.2,Signal_1-5_1-0_0-2.0.2.hepmc.gz,1452049089,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_1-0_0-2.0.3,Signal_1-5_1-0_0-2.0.3.hepmc.gz,1453888537,1.4 GB,,,-,,X,MC 파일 없음
Signal_1-5_1-0_0-2.0.4,Signal_1-5_1-0_0-2.0.4.hepmc.gz,1439233833,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_1-0_0-7.0.0,Signal_1-5_1-0_0-7.0.0.hepmc.gz,1433681242,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_1-0_0-7.0.1,Signal_1-5_1-0_0-7.0.1.hepmc.gz,1427162685,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_1-0_0-7.0.2,Signal_1-5_1-0_0-7.0.2.hepmc.gz,1438682907,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_1-0_0-7.0.3,Signal_1-5_1-0_0-7.0.3.hepmc.gz,1444729407,1.3 GB,,,-,,X,MC 파일 없음
Signal_1-5_1-0_0-7.0.4,Signal_1-5_1-0_0-7.0.4.hepmc.gz,1430976331,1.3 GB,,,-,,X,MC 파일 없음
singletopS.0.0,singletopS.0.0.hepmc.gz,21397,20.9 KB,,,-,,X,MC 파일 없음
singletopS.0.1,singletopS.0.1.hepmc.gz,35365,34.5 KB,,,-,,X,MC 파일 없음
singletopS.0.2,singletopS.0.2.hepmc.gz,38163,37.3 KB,,,-,,X,MC 파일 없음
singletopS.0.3,singletopS.0.3.hepmc.gz,35365,34.5 KB,,,-,,X,MC 파일 없음
singletopS.0.4,singletopS.0.4.hepmc.gz,21397,20.9 KB,,,-,,X,MC 파일 없음
singletopS.0.5,singletopS.0.5.hepmc.gz,38163,37.3 KB,,,-,,X,MC 파일 없음
singletopS.0.6,singletopS.0.6.hepmc.gz,38163,37.3 KB,,,-,,X,MC 파일 없음
singletopS.0.7,singletopS.0.7.hepmc.gz,38094,37.2 KB,,,-,,X,MC 파일 없음
singletopS.0.8,singletopS.0.8.hepmc.gz,38163,37.3 KB,,,-,,X,MC 파일 없음
singletopS.0.9,singletopS.0.9.hepmc.gz,38094,37.2 KB,,,-,,X,MC 파일 없음
ttbar.1.0,ttbar.1.0.hepmc.gz,3572495385,3.3 GB,ttbar.1.0.root,3488994753,3.2 GB,0.9766,O,
ttbar.1.1,ttbar.1.1.hepmc.gz,3588830979,3.3 GB,ttbar.1.1.root,3506079374,3.3 GB,0.9769,O,
ttbar.1.10,ttbar.1.10.hepmc.gz,3580266706,3.3 GB,ttbar.1.10.root,3495364339,3.3 GB,0.9763,O,
ttbar.1.11,ttbar.1.11.hepmc.gz,3593064268,3.3 GB,ttbar.1.11.root,3510243437,3.3 GB,0.9769,O,
ttbar.1.12,ttbar.1.12.hepmc.gz,3601158251,3.4 GB,ttbar.1.12.root,3517444692,3.3 GB,0.9768,O,
ttbar.1.13,ttbar.1.13.hepmc.gz,3598717697,3.4 GB,ttbar.1.13.root,3514770228,3.3 GB,0.9767,O,
ttbar.1.14,ttbar.1.14.hepmc.gz,3585226909,3.3 GB,ttbar.1.14.root,3502334291,3.3 GB,0.9769,O,
ttbar.1.15,ttbar.1.15.hepmc.gz,3567710827,3.3 GB,ttbar.1.15.root,3485065167,3.2 GB,0.9768,O,
ttbar.1.16,ttbar.1.16.hepmc.gz,3567651300,3.3 GB,ttbar.1.16.root,3484413772,3.2 GB,0.9767,O,
ttbar.1.17,ttbar.1.17.hepmc.gz,3594486440,3.3 GB,ttbar.1.17.root,3509343173,3.3 GB,0.9763,O,
ttbar.1.18,ttbar.1.18.hepmc.gz,3578315733,3.3 GB,ttbar.1.18.root,3493115332,3.3 GB,0.9762,O,
ttbar.1.19,ttbar.1.19.hepmc.gz,3586101909,3.3 GB,ttbar.1.19.root,3500858926,3.3 GB,0.9762,O,
ttbar.1.2,ttbar.1.2.hepmc.gz,3594568966,3.3 GB,ttbar.1.2.root,3509820915,3.3 GB,0.9764,O,
ttbar.1.20,ttbar.1.20.hepmc.gz,3564557305,3.3 GB,ttbar.1.20.root,3482056651,3.2 GB,0.9769,O,
ttbar.1.21,ttbar.1.21.hepmc.gz,3593468854,3.3 GB,ttbar.1.21.root,3507277607,3.3 GB,0.9760,O,
ttbar.1.22,ttbar.1.22.hepmc.gz,3588046480,3.3 GB,ttbar.1.22.root,3503265072,3.3 GB,0.9764,O,
ttbar.1.23,ttbar.1.23.hepmc.gz,3600831197,3.4 GB,ttbar.1.23.root,3514897489,3.3 GB,0.9761,O,
ttbar.1.24,ttbar.1.24.hepmc.gz,3588266940,3.3 GB,ttbar.1.24.root,3503896408,3.3 GB,0.9765,O,
ttbar.1.25,ttbar.1.25.hepmc.gz,3574020798,3.3 GB,ttbar.1.25.root,3490316233,3.3 GB,0.9766,O,
ttbar.1.26,ttbar.1.26.hepmc.gz,3599313988,3.4 GB,ttbar.1.26.root,3514258794,3.3 GB,0.9764,O,
ttbar.1.27,ttbar.1.27.hepmc.gz,3576055651,3.3 GB,ttbar.1.27.root,3491029686,3.3 GB,0.9762,O,
ttbar.1.28,ttbar.1.28.hepmc.gz,3624652140,3.4 GB,ttbar.1.28.root,3539219835,3.3 GB,0.9764,O,
ttbar.1.29,ttbar.1.29.hepmc.gz,3609982170,3.4 GB,ttbar.1.29.root,3525266234,3.3 GB,0.9765,O,
ttbar.1.3,ttbar.1.3.hepmc.gz,3589344020,3.3 GB,ttbar.1.3.root,3505592274,3.3 GB,0.9767,O,
ttbar.1.30,ttbar.1.30.hepmc.gz,3609828479,3.4 GB,,,-,,X,MC 파일 없음
ttbar.1.31,ttbar.1.31.hepmc.gz,3588659789,3.3 GB,ttbar.1.31.root,3504541901,3.3 GB,0.9766,O,
ttbar.1.32,ttbar.1.32.hepmc.gz,3604972909,3.4 GB,ttbar.1.32.root,3519734246,3.3 GB,0.9764,O,
ttbar.1.33,ttbar.1.33.hepmc.gz,3585821360,3.3 GB,ttbar.1.33.root,3503649072,3.3 GB,0.9771,O,
ttbar.1.34,ttbar.1.34.hepmc.gz,3601947480,3.4 GB,ttbar.1.34.root,3516248731,3.3 GB,0.9762,O,
ttbar.1.35,ttbar.1.35.hepmc.gz,3583158197,3.3 GB,ttbar.1.35.root,3499040704,3.3 GB,0.9765,O,
ttbar.1.36,ttbar.1.36.hepmc.gz,3579245197,3.3 GB,ttbar.1.36.root,3494816144,3.3 GB,0.9764,O,
ttbar.1.37,ttbar.1.37.hepmc.gz,3559545766,3.3 GB,ttbar.1.37.root,3478391346,3.2 GB,0.9772,O,
ttbar.1.38,ttbar.1.38.hepmc.gz,3590695402,3.3 GB,ttbar.1.38.root,3506346985,3.3 GB,0.9765,O,
ttbar.1.39,ttbar.1.39.hepmc.gz,3577223624,3.3 GB,ttbar.1.39.root,3493674576,3.3 GB,0.9766,O,
ttbar.1.4,ttbar.1.4.hepmc.gz,3587291357,3.3 GB,ttbar.1.4.root,3503771438,3.3 GB,0.9767,O,
ttbar.1.40,ttbar.1.40.hepmc.gz,3598768922,3.4 GB,ttbar.1.40.root,3514271771,3.3 GB,0.9765,O,
ttbar.1.41,ttbar.1.41.hepmc.gz,3562836499,3.3 GB,ttbar.1.41.root,3479223409,3.2 GB,0.9765,O,
ttbar.1.42,ttbar.1.42.hepmc.gz,3598669608,3.4 GB,ttbar.1.42.root,3514585277,3.3 GB,0.9766,O,
ttbar.1.43,ttbar.1.43.hepmc.gz,3600069656,3.4 GB,ttbar.1.43.root,3516251327,3.3 GB,0.9767,O,
ttbar.1.44,ttbar.1.44.hepmc.gz,3579422322,3.3 GB,ttbar.1.44.root,3495551699,3.3 GB,0.9766,O,
ttbar.1.45,ttbar.1.45.hepmc.gz,3597298148,3.4 GB,ttbar.1.45.root,3512792344,3.3 GB,0.9765,O,
ttbar.1.46,ttbar.1.46.hepmc.gz,3573458841,3.3 GB,ttbar.1.46.root,3488999184,3.2 GB,0.9764,O,
ttbar.1.47,ttbar.1.47.hepmc.gz,3592399774,3.3 GB,ttbar.1.47.root,3508076175,3.3 GB,0.9765,O,
ttbar.1.48,ttbar.1.48.hepmc.gz,3595047248,3.3 GB,ttbar.1.48.root,3511021837,3.3 GB,0.9766,O,
ttbar.1.49,ttbar.1.49.hepmc.gz,3590776869,3.3 GB,ttbar.1.49.root,3506477436,3.3 GB,0.9765,O,
ttbar.1.5,ttbar.1.5.hepmc.gz,3599398294,3.4 GB,ttbar.1.5.root,3514385333,3.3 GB,0.9764,O,
ttbar.1.50,ttbar.1.50.hepmc.gz,3631496536,3.4 GB,ttbar.1.50.root,3545099412,3.3 GB,0.9762,O,
ttbar.1.51,ttbar.1.51.hepmc.gz,3569757703,3.3 GB,ttbar.1.51.root,3486793044,3.2 GB,0.9768,O,
ttbar.1.52,ttbar.1.52.hepmc.gz,3621026190,3.4 GB,ttbar.1.52.root,3535427420,3.3 GB,0.9764,O,
ttbar.1.53,ttbar.1.53.hepmc.gz,3593398591,3.3 GB,ttbar.1.53.root,3509748649,3.3 GB,0.9767,O,
ttbar.1.54,ttbar.1.54.hepmc.gz,3590008384,3.3 GB,ttbar.1.54.root,3507396552,3.3 GB,0.9770,O,
ttbar.1.55,ttbar.1.55.hepmc.gz,3601755596,3.4 GB,ttbar.1.55.root,3516698029,3.3 GB,0.9764,O,
ttbar.1.56,ttbar.1.56.hepmc.gz,3602866358,3.4 GB,ttbar.1.56.root,3516936721,3.3 GB,0.9761,O,
ttbar.1.57,ttbar.1.57.hepmc.gz,3567463242,3.3 GB,ttbar.1.57.root,3484359063,3.2 GB,0.9767,O,
ttbar.1.58,ttbar.1.58.hepmc.gz,3584983585,3.3 GB,ttbar.1.58.root,3500323317,3.3 GB,0.9764,O,
ttbar.1.59,ttbar.1.59.hepmc.gz,3609230579,3.4 GB,ttbar.1.59.root,3523555676,3.3 GB,0.9763,O,
ttbar.1.6,ttbar.1.6.hepmc.gz,3559542062,3.3 GB,ttbar.1.6.root,3476156396,3.2 GB,0.9766,O,
ttbar.1.60,ttbar.1.60.hepmc.gz,3586892255,3.3 GB,ttbar.1.60.root,3502372829,3.3 GB,0.9764,O,
ttbar.1.61,ttbar.1.61.hepmc.gz,3571429887,3.3 GB,ttbar.1.61.root,3487738801,3.2 GB,0.9766,O,
ttbar.1.62,ttbar.1.62.hepmc.gz,3575905987,3.3 GB,ttbar.1.62.root,3492114630,3.3 GB,0.9766,O,
ttbar.1.63,ttbar.1.63.hepmc.gz,3565093062,3.3 GB,ttbar.1.63.root,3480758201,3.2 GB,0.9763,O,
ttbar.1.64,ttbar.1.64.hepmc.gz,3596377545,3.3 GB,ttbar.1.64.root,3510417140,3.3 GB,0.9761,O,
ttbar.1.65,ttbar.1.65.hepmc.gz,3602939866,3.4 GB,ttbar.1.65.root,3519218699,3.3 GB,0.9768,O,
ttbar.1.66,ttbar.1.66.hepmc.gz,3587055430,3.3 GB,ttbar.1.66.root,3501841629,3.3 GB,0.9762,O,
ttbar.1.67,ttbar.1.67.hepmc.gz,3604826574,3.4 GB,ttbar.1.67.root,3520241746,3.3 GB,0.9765,O,
ttbar.1.68,ttbar.1.68.hepmc.gz,3588049984,3.3 GB,ttbar.1.68.root,3503189956,3.3 GB,0.9763,O,
ttbar.1.69,ttbar.1.69.hepmc.gz,3613285033,3.4 GB,ttbar.1.69.root,3525552462,3.3 GB,0.9757,O,
ttbar.1.7,ttbar.1.7.hepmc.gz,3577439229,3.3 GB,ttbar.1.7.root,3493382779,3.3 GB,0.9765,O,
ttbar.1.70,ttbar.1.70.hepmc.gz,3590901525,3.3 GB,ttbar.1.70.root,3507415930,3.3 GB,0.9768,O,
ttbar.1.71,ttbar.1.71.hepmc.gz,3599643209,3.4 GB,ttbar.1.71.root,3515905432,3.3 GB,0.9767,O,
ttbar.1.72,ttbar.1.72.hepmc.gz,3589792413,3.3 GB,ttbar.1.72.root,3506502124,3.3 GB,0.9768,O,
ttbar.1.73,ttbar.1.73.hepmc.gz,3596991646,3.3 GB,ttbar.1.73.root,3511680866,3.3 GB,0.9763,O,
ttbar.1.74,ttbar.1.74.hepmc.gz,3603201279,3.4 GB,ttbar.1.74.root,3517491746,3.3 GB,0.9762,O,
ttbar.1.75,ttbar.1.75.hepmc.gz,3596274856,3.3 GB,ttbar.1.75.root,3512637693,3.3 GB,0.9767,O,
ttbar.1.76,ttbar.1.76.hepmc.gz,3591227894,3.3 GB,ttbar.1.76.root,3506705462,3.3 GB,0.9765,O,
ttbar.1.77,ttbar.1.77.hepmc.gz,3589611828,3.3 GB,ttbar.1.77.root,3505149282,3.3 GB,0.9765,O,
ttbar.1.78,ttbar.1.78.hepmc.gz,3588405480,3.3 GB,ttbar.1.78.root,3503131197,3.3 GB,0.9762,O,
ttbar.1.79,ttbar.1.79.hepmc.gz,3593878011,3.3 GB,ttbar.1.79.root,3508806558,3.3 GB,0.9763,O,
ttbar.1.8,ttbar.1.8.hepmc.gz,3577872510,3.3 GB,ttbar.1.8.root,3493729091,3.3 GB,0.9765,O,
ttbar.1.80,ttbar.1.80.hepmc.gz,3583945195,3.3 GB,ttbar.1.80.root,3500735677,3.3 GB,0.9768,O,
ttbar.1.81,ttbar.1.81.hepmc.gz,3591011577,3.3 GB,ttbar.1.81.root,3506794014,3.3 GB,0.9765,O,
ttbar.1.82,ttbar.1.82.hepmc.gz,3586565705,3.3 GB,ttbar.1.82.root,3502407260,3.3 GB,0.9765,O,
ttbar.1.83,ttbar.1.83.hepmc.gz,3603540576,3.4 GB,ttbar.1.83.root,3518543743,3.3 GB,0.9764,O,
ttbar.1.84,ttbar.1.84.hepmc.gz,3585979393,3.3 GB,ttbar.1.84.root,3502900427,3.3 GB,0.9768,O,
ttbar.1.85,ttbar.1.85.hepmc.gz,3584474784,3.3 GB,ttbar.1.85.root,3501662196,3.3 GB,0.9769,O,
ttbar.1.86,ttbar.1.86.hepmc.gz,3575875775,3.3 GB,ttbar.1.86.root,3493041000,3.3 GB,0.9768,O,
ttbar.1.87,ttbar.1.87.hepmc.gz,3618775945,3.4 GB,ttbar.1.87.root,3533925035,3.3 GB,0.9766,O,
ttbar.1.88,ttbar.1.88.hepmc.gz,3576935904,3.3 GB,ttbar.1.88.root,3493240168,3.3 GB,0.9766,O,
ttbar.1.89,ttbar.1.89.hepmc.gz,3574806242,3.3 GB,ttbar.1.89.root,3492032827,3.3 GB,0.9768,O,
ttbar.1.9,ttbar.1.9.hepmc.gz,3584543567,3.3 GB,ttbar.1.9.root,3500259551,3.3 GB,0.9765,O,
ttbar.1.90,ttbar.1.90.hepmc.gz,3576675203,3.3 GB,ttbar.1.90.root,3493556459,3.3 GB,0.9768,O,
ttbar.1.91,ttbar.1.91.hepmc.gz,3605185933,3.4 GB,ttbar.1.91.root,3519814238,3.3 GB,0.9763,O,
ttbar.1.92,ttbar.1.92.hepmc.gz,3591644980,3.3 GB,ttbar.1.92.root,3507748465,3.3 GB,0.9766,O,
ttbar.1.93,ttbar.1.93.hepmc.gz,3581039911,3.3 GB,ttbar.1.93.root,3497751974,3.3 GB,0.9767,O,
ttbar.1.94,ttbar.1.94.hepmc.gz,3581695795,3.3 GB,ttbar.1.94.root,3497991203,3.3 GB,0.9766,O,
ttbar.1.95,ttbar.1.95.hepmc.gz,3602629908,3.4 GB,ttbar.1.95.root,3518358572,3.3 GB,0.9766,O,
ttbar.1.96,ttbar.1.96.hepmc.gz,3583790079,3.3 GB,ttbar.1.96.root,3498619751,3.3 GB,0.9762,O,
ttbar.1.97,ttbar.1.97.hepmc.gz,3578261438,3.3 GB,ttbar.1.97.root,3494114964,3.3 GB,0.9765,O,
ttbar.1.98,ttbar.1.98.hepmc.gz,3579708791,3.3 GB,ttbar.1.98.root,3495736057,3.3 GB,0.9765,O,
ttbar.1.99,ttbar.1.99.hepmc.gz,3592764825,3.3 GB,ttbar.1.99.root,3509955709,3.3 GB,0.9770,O,
ttbar.2.0,ttbar.2.0.hepmc.gz,2040740132,1.9 GB,ttbar.2.0.root,2027456129,1.9 GB,0.9935,O,
ttbar.2.1,ttbar.2.1.hepmc.gz,2025160686,1.9 GB,ttbar.2.1.root,2012334220,1.9 GB,0.9937,O,
ttbar.2.10,ttbar.2.10.hepmc.gz,2025741004,1.9 GB,ttbar.2.10.root,2013134754,1.9 GB,0.9938,O,
ttbar.2.11,ttbar.2.11.hepmc.gz,2060357063,1.9 GB,ttbar.2.11.root,2047167425,1.9 GB,0.9936,O,
ttbar.2.12,ttbar.2.12.hepmc.gz,2046985222,1.9 GB,ttbar.2.12.root,2033576302,1.9 GB,0.9934,O,
ttbar.2.13,ttbar.2.13.hepmc.gz,2016143139,1.9 GB,ttbar.2.13.root,2004174306,1.9 GB,0.9941,O,
ttbar.2.14,ttbar.2.14.hepmc.gz,2028895748,1.9 GB,ttbar.2.14.root,2016493198,1.9 GB,0.9939,O,
ttbar.2.15,ttbar.2.15.hepmc.gz,2026612254,1.9 GB,ttbar.2.15.root,2014928632,1.9 GB,0.9942,O,
ttbar.2.16,ttbar.2.16.hepmc.gz,2043465011,1.9 GB,ttbar.2.16.root,2031767294,1.9 GB,0.9943,O,
